20802#99#1#99#89#99#450.00
1469037154391#99#158#99#55#99#47.30
1469037154351#99#159#99#55#99#47.30
1469037182811#99#160#99#65#99#328.66
1469077360401#99#161#99#67#99#328.66
1469037178651#99#162#99#66#99#384.08
1469076369951#99#163#99#67#99#337.41
1469037167661#99#164#99#68#99#118.57
1469037201591#99#165#99#56#99#669.69
1469072636611#99#166#99#65#99#516.68
1469062992421#99#167#99#60#99#52.67
1469037171521#99#168#99#69#99#293.65
1439706#99#169#99#355#99#31.35
1439706#99#170#99#356#99#140.35
1468075876301#99#171#99#59#99#47.30
1439706#99#172#99#357#99#243.60
1468066212101#99#173#99#68#99#404.47
1468073492421#99#174#99#55#99#27.13
1439706#99#175#99#358#99#17.75
1439706#99#176#99#360#99#820.45
1468078677601#99#177#99#59#99#136.07
1439706#99#178#99#353#99#27.65
1469037169391#99#179#99#72#99#47.30
1469084460311#99#180#99#55#99#197.35
1469063081811#99#181#99#53#99#363.67
1469075928811#99#182#99#60#99#1087.93
55872028#99#183#99#4#99#31.26
55530067#99#184#99#6#99#587.64
548221415#99#185#99#15#99#45.14
55287528#99#186#99#12#99#235.10
55057704#99#187#99#4#99#77.47
1#99#189#99#363#99#7827.80
234032#99#206#99#133#99#9029.50
15076#99#207#99#351#99#206.60
1#99#208#99#361#99#6.96
1469037204801#99#209#99#65#99#0.50
6#99#213#99#392#99#302.40
56127086#99#220#99#4#99#106.74
1#99#222#99#422#99#85.96
56127087#99#223#99#4#99#56.11
547#99#224#99#211#99#6083.55
55998387#99#225#99#4#99#17.36
559988388#99#226#99#4#99#81.63
55998389#99#227#99#17#99#104.78
56116256#99#228#99#10#99#270.35
55955933#99#229#99#4#99#32.20
55955934#99#230#99#4#99#18.05
55955936#99#231#99#4#99#250.47
55955935#99#232#99#4#99#87.18
56369543#99#233#99#4#99#126.95
56198422#99#234#99#4#99#63.14
56397904#99#235#99#4#99#78737.67
56215088#99#236#99#4#99#58.73
56232639#99#237#99#4#99#213.77
56232638#99#238#99#4#99#83.45
55933356#99#239#99#4#99#896.49
56232637#99#240#99#4#99#382.77
56232636#99#241#99#7#99#144.65
55918007#99#242#99#11#99#106.78
55918006#99#243#99#8#99#441.80
55933358#99#244#99#8#99#186.96
56079039#99#245#99#2#99#153.42
56079040#99#246#99#4#99#17.36
55958397#99#247#99#13#99#564.60
55989176#99#248#99#4#99#17.36
55989177#99#249#99#4#99#208.99
53031993#99#250#99#10#99#64.99
56061994#99#251#99#13#99#833.25
56119393#99#252#99#12#99#484.21
56058329#99#253#99#2#99#32.83
56058330#99#254#99#6#99#1730.58
56058331#99#255#99#10#99#63.79
55933357#99#256#99#4#99#339.60
56058332#99#257#99#10#99#19.31
56116116#99#258#99#10#99#174.34
56072862#99#259#99#12#99#139.37
1#99#266#99#195#99#1000.75
19110#99#267#99#186#99#238.50
16757#99#268#99#193#99#22896.00
16757#99#269#99#192#99#22609.80
16757#99#271#99#194#99#10017.00
16757#99#272#99#191#99#26044.20
16757#99#273#99#190#99#38303.10
1#99#274#99#478#99#18.60
1470037155861#99#275#99#68#99#46.30
2613#99#276#99#124#99#155.88
1#99#277#99#294#99#1738.29
56880770#99#287#99#10#99#553.97
56725433#99#288#99#7#99#741.10
56725432#99#289#99#8#99#67.90
56895248#99#290#99#9#99#87.37
56638276#99#291#99#17#99#120.84
56623564#99#292#99#2#99#66.94
56623563#99#293#99#7#99#104.21
56623562#99#294#99#2#99#31.56
56623561#99#295#99#13#99#502.81
56623560#99#296#99#4#99#18.62
56623559#99#297#99#4#99#401.11
56623556#99#298#99#4#99#21.47
56623557#99#299#99#4#99#246.34
7056#99#300#99#203#99#60.39
56605192#99#301#99#4#99#569.65
56605191#99#302#99#4#99#385.28
56605190#99#303#99#2#99#394.07
56442761#99#304#99#4#99#17.36
57006398#99#305#99#1#99#106.11
57018020#99#306#99#4#99#63.14
57049513#99#307#99#8#99#63.14
7189#99#308#99#203#99#1797.09
7215#99#316#99#203#99#93.96
1225#99#317#99#507#99#17000.00
7216#99#318#99#203#99#11.07
1026#99#319#99#225#99#13967.20
1026#99#320#99#226#99#10945.45
1026#99#321#99#233#99#3357.50
1026#99#322#99#232#99#6110.65
1026#99#323#99#229#99#10945.45
50637#99#324#99#74#99#242.10
36890#99#325#99#208#99#107.00
98#99#442#99#213#99#737.55
99#99#443#99#214#99#76.72
1#99#444#99#153#99#27175.73
97#99#445#99#212#99#712.40
6701#99#446#99#136#99#57.50
635#99#447#99#223#99#40.00
1470076369951#99#448#99#67#99#47.30
1470037168241#99#449#99#58#99#79.56
36923#99#450#99#251#99#95.00
1470037167661#99#451#99#68#99#101.06
159213#99#452#99#244#99#20.00
1777#99#453#99#88#99#535.00
1804#99#456#99#122#99#131.00
1470062992421#99#457#99#60#99#90.31
1470037171521#99#458#99#69#99#179.85
1470072636611#99#459#99#65#99#52.67
1470063081811#99#460#99#53#99#223.61
1470037201591#99#461#99#56#99#188.60
1469037152601#99#462#99#59#99#47.30
1469037173371#99#463#99#72#99#47.30
1469073492421#99#464#99#55#99#27.13
1469066212101#99#465#99#68#99#346.16
1469078677601#99#466#99#59#99#214.80
1469075876301#99#467#99#59#99#47.30
57238741#99#468#99#10#99#368.88
6711#99#469#99#290#99#49.21
6710#99#470#99#295#99#117.80
958#99#471#99#316#99#73.00
6525#99#472#99#202#99#855.00
6533#99#473#99#202#99#310.95
36981#99#474#99#329#99#101.00
36980#99#475#99#326#99#101.00
818#99#476#99#339#99#400.00
6526#99#477#99#201#99#285.00
6534#99#478#99#201#99#103.65
1511418#99#479#99#583#99#46.80
1511418#99#480#99#616#99#561.60
1511418#99#481#99#483#99#140.40
1511418#99#482#99#485#99#46.80
1511418#99#483#99#496#99#46.80
1511418#99#484#99#486#99#46.80
1511418#99#485#99#492#99#421.20
6702#99#486#99#198#99#49.00
6702#99#487#99#200#99#147.00
361#99#489#99#215#99#358.00
15#99#490#99#321#99#75.00
614#99#491#99#427#99#2500.00
6535#99#492#99#197#99#621.90
604245#99#493#99#421#99#701.63
4442#99#494#99#425#99#450.00
1470075928811#99#495#99#60#99#414.68
1470037182811#99#496#99#65#99#47.30
1470077360401#99#497#99#67#99#214.86
1470037178651#99#498#99#66#99#47.30
1#99#499#99#117#99#700.00
1#99#500#99#61#99#1850.00
1#99#501#99#120#99#770.00
1#99#502#99#57#99#650.00
159310#99#503#99#327#99#357.00
58028316#99#515#99#7#99#2108.40
57035482#99#516#99#2#99#1066.64
57820020#99#517#99#4#99#63.14
56725431#99#518#99#2#99#1802.37
8691#99#537#99#205#99#420.00
2270#99#538#99#297#99#34.60
6527#99#539#99#206#99#1422.00
6528#99#540#99#206#99#1422.00
6529#99#541#99#206#99#1422.00
6552#99#542#99#206#99#711.00
79424#99#543#99#460#99#147.00
1#99#547#99#515#99#7743.87
1470044482211#99#550#99#65#99#47.30
1470037169391#99#551#99#72#99#47.30
1470037160831#99#552#99#59#99#47.30
1470037163201#99#553#99#68#99#109.82
1470037164851#99#554#99#55#99#47.30
147006590011#99#555#99#55#99#27.13
147003715591#99#556#99#66#99#47.30
1470037159551#99#557#99#52#99#47.30
1470037157081#99#558#99#60#99#47.30
1470037157091#99#559#99#60#99#47.30
1470037158631#99#560#99#55#99#162.33
1470037159631#99#561#99#55#99#30.13
1470037155071#99#562#99#52#99#47.30
1470046386991#99#563#99#59#99#47.30
1470037159451#99#564#99#72#99#47.30
1470037155941#99#565#99#68#99#84.93
1470037157591#99#566#99#63#99#47.30
1470043185551#99#567#99#52#99#153.58
1470037154351#99#568#99#55#99#47.30
1470037154381#99#569#99#55#99#27.13
1470037154331#99#570#99#55#99#47.30
1470037154391#99#571#99#55#99#47.30
1470084460311#99#572#99#55#99#47.30
1470037204801#99#573#99#65#99#47.30
1470037204821#99#574#99#60#99#363.67
1470079465061#99#575#99#55#99#27.13
1470037205521#99#576#99#55#99#47.30
6179#99#599#99#482#99#179.00
57983770#99#607#99#4#99#48.70
57983771#99#608#99#4#99#158.27
57983772#99#609#99#4#99#17.84
57983773#99#610#99#4#99#312.49
57983769#99#611#99#4#99#67.27
58101881#99#612#99#8#99#51.16
58101882#99#615#99#13#99#1328.13
58101883#99#616#99#4#99#27.75
58101884#99#617#99#4#99#49.34
58101885#99#618#99#4#99#64.88
58101886#99#619#99#4#99#89.48
58088705#99#620#99#8#99#229.49
58088706#99#621#99#4#99#58.16
58069807#99#622#99#5#99#2979.72
58069808#99#623#99#11#99#231.44
58095644#99#624#99#5#99#871.94
58095645#99#625#99#17#99#295.22
58095646#99#626#99#2#99#18.83
58095647#99#627#99#8#99#66.19
58095648#99#628#99#10#99#65.04
58095649#99#629#99#3#99#967.47
58125970#99#630#99#4#99#147.14
57548712#99#631#99#7#99#917.34
57684281#99#632#99#11#99#130.74
57483236#99#633#99#4#99#102.42
57486672#99#634#99#13#99#350.32
1#99#642#99#839#99#225.00
1#99#643#99#196#99#1076.00
1#99#644#99#151#99#7633.64
1#99#656#99#871#99#6635.23
1#99#659#99#858#99#3252.00
2373#99#660#99#269#99#76.98
2367#99#661#99#269#99#84.95
2336#99#662#99#269#99#100.51
2376#99#663#99#269#99#56.93
2388#99#664#99#269#99#100.85
2394#99#665#99#269#99#85.89
2411#99#666#99#269#99#80.58
2415#99#667#99#269#99#62.77
2437#99#668#99#269#99#69.47
2341#99#669#99#270#99#69.17
2384#99#670#99#270#99#72.03
2340#99#671#99#282#99#80.91
2368#99#672#99#282#99#127.58
2370#99#673#99#282#99#12.65
2346#99#674#99#282#99#99.65
2371#99#675#99#282#99#96.72
2397#99#676#99#282#99#94.12
2353#99#677#99#285#99#83.57
2333#99#678#99#285#99#86.96
2345#99#679#99#285#99#112.35
2365#99#680#99#285#99#97.28
2362#99#681#99#285#99#84.02
2372#99#682#99#285#99#77.17
2383#99#683#99#285#99#54.03
2420#99#684#99#285#99#82.66
2383#99#685#99#286#99#31.83
2386#99#686#99#286#99#112.33
2393#99#687#99#286#99#98.67
2410#99#688#99#286#99#76.43
2432#99#689#99#286#99#100.99
1140#99#690#99#147#99#6500.00
4354#99#691#99#323#99#85.42
365#99#692#99#390#99#350.00
58594089#99#694#99#16#99#196.10
58701240#99#695#99#7#99#192.61
504#99#696#99#254#99#133.29
504#99#697#99#256#99#99.09
504#99#698#99#257#99#310.87
504#99#699#99#257#99#310.87
027#99#700#99#84#99#2416.66
10#99#701#99#459#99#263.60
12778#99#702#99#467#99#7.35
1045#99#703#99#481#99#300.00
656#99#704#99#469#99#53.00
527#99#705#99#733#99#4340.00
6691#99#706#99#614#99#33.30
17096#99#707#99#403#99#6546.00
504#99#708#99#258#99#163.96
504#99#709#99#259#99#245.20
489#99#710#99#260#99#178.70
504#99#711#99#261#99#130.83
504#99#712#99#262#99#2020.63
489#99#713#99#254#99#133.57
489#99#716#99#259#99#118.82
489#99#717#99#262#99#2376.21
12777#99#719#99#468#99#75.82
5164#99#720#99#787#99#600.00
59231826#99#725#99#15#99#50.77
58827712#99#726#99#4#99#33.02
58912589#99#727#99#8#99#63.99
6743#99#728#99#480#99#141.09
19266#99#729#99#756#99#109.78
1470073665641#99#730#99#72#99#47.30
1470037183521#99#731#99#70#99#47.30
1470037184041#99#732#99#60#99#172.14
1470080200431#99#733#99#60#99#47.30
1470075876271#99#734#99#52#99#47.30
1470047424411#99#735#99#51#99#47.30
1470077122511#99#736#99#55#99#27.13
14701084460371#99#737#99#67#99#47.30
3505#99#739#99#325#99#413.40
3575#99#740#99#325#99#547.30
351317#99#748#99#324#99#755.40
5323349#99#749#99#73#99#157698.08
351778#99#750#99#324#99#156.00
351779#99#751#99#477#99#4325.12
86662#99#752#99#473#99#1170.00
86661#99#753#99#475#99#976.80
379285#99#754#99#474#99#2625.00
1#99#756#99#985#99#3988.14
1#99#757#99#340#99#2244.27
1#99#758#99#118#99#1656.36
968#99#759#99#738#99#72.00
1#99#760#99#119#99#1656.36
1#99#761#99#121#99#830.00
504#99#763#99#255#99#148.49
7253#99#765#99#203#99#1051.54
7254#99#766#99#203#99#90.74
7263#99#767#99#203#99#420.23
7264#99#768#99#203#99#157.78
7265#99#769#99#203#99#208.42
7283#99#770#99#203#99#235.79
7285#99#771#99#203#99#8.04
59469790#99#772#99#952#99#64.86
7308#99#773#99#203#99#204.37
7309#99#774#99#203#99#43.32
7310#99#775#99#203#99#117.90
7331#99#776#99#203#99#432.71
4693#99#777#99#476#99#2005.20
1820#99#778#99#759#99#55.50
37183#99#779#99#744#99#244.00
6765#99#780#99#782#99#116.36
7812378404#99#781#99#80#99#50.96
236557#99#791#99#133#99#9029.50
519#99#792#99#423#99#7800.00
162#99#793#99#828#99#60.00
2408#99#794#99#271#99#565.20
2407#99#795#99#273#99#114.83
260013725824#99#796#99#1003#99#3.18
2435#99#797#99#273#99#145.16
2409#99#798#99#276#99#153.26
2422#99#799#99#276#99#211.07
647#99#800#99#764#99#30.00
867#99#801#99#116#99#3800.00
2431#99#802#99#278#99#413.38
2436#99#803#99#281#99#888.62
1202#99#804#99#288#99#750.00
59781462#99#805#99#955#99#14201.00
59781462#99#806#99#955#99#326.25
60110636#99#807#99#957#99#537.21
99811#99#808#99#163#99#5376.00
2405#99#809#99#282#99#89.05
2417#99#810#99#282#99#125.60
2419#99#811#99#282#99#125.60
2423#99#812#99#282#99#1256.00
2424#99#813#99#282#99#100.48
2438#99#814#99#282#99#140.60
2390#99#815#99#270#99#241.84
236556#99#816#99#135#99#3972.98
3#99#818#99#786#99#340.00
6777#99#819#99#760#99#44.00
4407#99#821#99#388#99#633.79
22841#99#822#99#785#99#118.80
13905#99#823#99#850#99#124.50
13908#99#824#99#854#99#14.50
13906#99#825#99#851#99#29.00
13907#99#826#99#853#99#55.00
13909#99#827#99#857#99#192.00
13904#99#828#99#849#99#69.50
4#99#829#99#795#99#415.00
1066#99#830#99#98#99#156.99
1066#99#831#99#101#99#156.99
1066#99#832#99#105#99#125.70
1066#99#833#99#109#99#75.42
1066#99#834#99#111#99#156.99
1066#99#835#99#142#99#92.18
3583458127#99#837#99#80#99#118.95
6203278479#99#838#99#80#99#76.20
6203278207#99#839#99#80#99#145.41
1470037193841#99#840#99#68#99#188.60
1470077254821#99#841#99#55#99#47.30
1470077833461#99#842#99#59#99#47.30
1470062021101#99#843#99#71#99#47.30
1470037196951#99#844#99#66#99#144.83
1470037184691#99#845#99#65#99#47.30
1470093130251#99#846#99#55#99#47.30
1470071905081#99#847#99#60#99#47.30
1470047608791#99#848#99#55#99#27.13
1470037193831#99#849#99#67#99#455.48
1470052319831#99#850#99#65#99#2781.25
1#99#851#99#1033#99#215.00
1#99#852#99#153#99#27532.78
194564#99#856#99#402#99#11094.00
195599#99#857#99#402#99#796.00
851#99#858#99#432#99#1350.00
4350#99#859#99#758#99#471.00
1#99#860#99#350#99#9872.22
4334#99#861#99#296#99#635.00
23740#99#862#99#253#99#8418.90
757#99#863#99#125#99#650.00
60670602#99#864#99#959#99#968.47
60670601#99#865#99#953#99#64.12
60670600#99#866#99#954#99#67.75
60643647#99#867#99#953#99#32.61
60643646#99#868#99#957#99#1779.90
60643645#99#869#99#965#99#41.46
60481077#99#870#99#952#99#49.67
60481076#99#871#99#952#99#140.39
60644385#99#872#99#958#99#647.25
60514266#99#873#99#953#99#221.44
60538762#99#874#99#953#99#18.81
60488993#99#875#99#955#99#638.56
60543933#99#876#99#959#99#601.62
60547927#99#877#99#965#99#128.58
60547924#99#878#99#952#99#561.28
60547926#99#879#99#958#99#159.40
60547925#99#880#99#952#99#274.34
60668848#99#881#99#952#99#17.23
60576135#99#882#99#960#99#136.73
60576134#99#883#99#952#99#72.44
60590388#99#884#99#952#99#236.30
60590387#99#885#99#952#99#82.10
60491511#99#886#99#952#99#199.04
60491510#99#888#99#952#99#16.37
60563231#99#889#99#952#99#91.76
60563230#99#890#99#952#99#31.34
60631255#99#891#99#955#99#120.63
60883261#99#892#99#952#99#126.07
60986629#99#893#99#952#99#100.74
60986628#99#894#99#952#99#22.80
60797893#99#895#99#952#99#58.32
60906301#99#896#99#952#99#16.58
60906300#99#897#99#952#99#317.36
60906299#99#898#99#966#99#202.60
60952514#99#899#99#953#99#513.42
60952513#99#900#99#952#99#63254.41
60735632#99#901#99#952#99#196.91
60783979#99#902#99#952#99#62.71
60366178#99#903#99#952#99#30.02
1458354#99#904#99#355#99#30.32
1458354#99#905#99#356#99#194.37
1458354#99#906#99#357#99#516.95
1458354#99#907#99#358#99#46.42
1458354#99#908#99#360#99#1356.25
1458354#99#909#99#1014#99#18.85
1458354#99#910#99#352#99#53.80
502#99#911#99#861#99#40.00
1#99#913#99#1046#99#700.00
1469078677601#99#914#99#59#99#0.06
61214324#99#915#99#965#99#31.34
61214323#99#916#99#959#99#545.70
61083931#99#917#99#960#99#145.71
61439533#99#918#99#964#99#79.86
61314663#99#919#99#966#99#748.94
61298531#99#920#99#958#99#62.71
61298530#99#921#99#954#99#267.83
61025969#99#922#99#952#99#398.43
61474489#99#923#99#953#99#678.75
61025967#99#924#99#952#99#191.30
61025966#99#925#99#952#99#18.81
61214328#99#926#99#952#99#454.33
61214327#99#927#99#952#99#318.41
61214326#99#928#99#965#99#45.76
61214325#99#929#99#966#99#82.17
6762#99#930#99#981#99#151.80
71074#99#931#99#418#99#432.00
70900#99#932#99#418#99#2849.00
227766#99#933#99#400#99#271.92
41534#99#934#99#881#99#437.52
21983#99#935#99#209#99#120.00
21983#99#936#99#138#99#450.00
137#99#937#99#833#99#120.00
1#99#938#99#1048#99#476.68
343#99#1059#99#925#99#880.00
61522784#99#1066#99#965#99#943.40
61979540#99#1068#99#965#99#443.48
61762761#99#1069#99#953#99#838.40
61982808#99#1070#99#952#99#62.71
61298529#99#1071#99#965#99#1516.10
61601375#99#1072#99#958#99#65.82
23#99#1073#99#1057#99#2662.54
22#99#1074#99#1058#99#1331.27
21#99#1075#99#1060#99#543.73
20#99#1076#99#1059#99#1087.46
19#99#1077#99#1055#99#2050.00
1471037155861#99#1078#99#68#99#46.38
16885#99#1079#99#454#99#23.85
16885#99#1080#99#455#99#858.60
16885#99#1081#99#458#99#858.60
16885#99#1082#99#457#99#1144.80
16885#99#1083#99#456#99#858.60
11830#99#1085#99#742#99#837.40
1#99#1090#99#120#99#770.00
7196#99#1093#99#743#99#550.00
15574#99#1095#99#385#99#226.00
15576#99#1096#99#385#99#226.00
51841#99#1097#99#74#99#242.10
4368#99#1112#99#387#99#607.18
1545533#99#1113#99#583#99#46.80
1545533#99#1114#99#483#99#140.40
1545533#99#1115#99#485#99#46.80
605478#99#1116#99#739#99#97.00
1545533#99#1117#99#496#99#46.80
1545533#99#1118#99#486#99#46.80
1545533#99#1119#99#616#99#608.40
1545533#99#1120#99#492#99#421.20
6553#99#1121#99#234#99#24.50
31572#99#1122#99#741#99#545.61
1625#99#1123#99#260#99#435.00
117397#99#1124#99#420#99#1196.00
117396#99#1125#99#420#99#5206.72
61936#99#1126#99#411#99#3757.60
38690#99#1127#99#879#99#1281.80
38696#99#1128#99#878#99#1864.00
408589#99#1129#99#882#99#1092.18
408584#99#1130#99#883#99#178.05
250967#99#1131#99#414#99#7321.80
71080#99#1132#99#406#99#5368.90
98592#99#1133#99#1005#99#7379.40
3647#99#1134#99#325#99#943.30
100716#99#1135#99#155#99#1064.00
101138#99#1136#99#155#99#1260.00
58253771#99#1137#99#952#99#63.98
1035#99#1138#99#977#99#3601.00
7402#99#1139#99#836#99#110.62
71316#99#1140#99#418#99#4220.00
1836743#99#1142#99#404#99#4074.40
1836345#99#1143#99#404#99#229.40
1836371#99#1144#99#404#99#19215.00
1836370#99#1145#99#404#99#19215.00
6691#99#1146#99#615#99#353.58
6764#99#1147#99#615#99#54.27
6753#99#1148#99#884#99#1674.30
6754#99#1149#99#885#99#1103.29
6752#99#1150#99#877#99#307.86
41503#99#1151#99#880#99#568.60
2556#99#1152#99#271#99#116.11
2557#99#1153#99#278#99#340.00
2573#99#1154#99#281#99#282.60
2570#99#1155#99#282#99#120.01
2572#99#1156#99#282#99#102.80
24088#99#1157#99#410#99#266.90
168#99#1158#99#488#99#4412.52
168#99#1159#99#489#99#594.98
1#99#1160#99#153#99#27308.62
1033#99#1161#99#225#99#16048.85
1033#99#1162#99#233#99#4431.90
1033#99#1163#99#226#99#11415.50
1033#99#1164#99#232#99#6916.45
1033#99#1165#99#229#99#10945.45
105906#99#1184#99#399#99#990.60
17073#99#1185#99#191#99#22212.57
17073#99#1186#99#193#99#10113.04
2538#99#1187#99#269#99#89.69
2478#99#1188#99#271#99#568.03
2529#99#1189#99#269#99#73.67
2454#99#1190#99#282#99#87.56
2540#99#1191#99#271#99#523.40
2481#99#1192#99#269#99#113.90
2479#99#1193#99#270#99#116.30
2493#99#1194#99#282#99#70.08
2441#99#1195#99#271#99#496.77
2554#99#1196#99#270#99#119.89
2541#99#1205#99#271#99#635.51
2448#99#1207#99#270#99#303.73
2561#99#1210#99#271#99#268.13
2510#99#1211#99#282#99#120.45
2490#99#1212#99#273#99#72.05
2502#99#1213#99#271#99#491.51
2512#99#1214#99#282#99#22.03
2446#99#1215#99#271#99#501.65
2444#99#1216#99#273#99#567.11
2447#99#1217#99#282#99#138.72
2440#99#1218#99#272#99#332.12
2439#99#1219#99#273#99#158.57
2564#99#1220#99#272#99#596.63
2518#99#1221#99#273#99#173.42
2451#99#1222#99#282#99#109.65
2499#99#1223#99#276#99#151.88
2494#99#1224#99#273#99#169.56
2455#99#1225#99#282#99#90.50
2563#99#1226#99#273#99#172.70
2551#99#1227#99#273#99#168.84
2442#99#1228#99#278#99#134.55
2460#99#1229#99#282#99#136.93
2450#99#1230#99#278#99#197.03
2522#99#1231#99#287#99#89.93
2462#99#1232#99#282#99#121.86
