FUNDEB#99#FUNDEB#99#17280131000000#99#46000.00#99#230000.00#99#20.000000
FUNDEB#99#FUNDEB#99#17180611000000#99#28000.00#99#140000.00#99#20.000000
FUNDEB#99#FUNDEB#99#17280121000000#99#1050000.00#99#5250000.00#99#20.000000
FUNDEB#99#FUNDEB#99#17180121000000#99#4680000.00#99#23400000.00#99#20.000000
FUNDEB#99#FUNDEB#99#17180151000000#99#56000.00#99#280000.00#99#20.000000
FUNDEB#99#FUNDEB#99#17280111000000#99#4960000.00#99#24800000.00#99#20.000000
