0110000000000#99#FUNDEB#99#FUNDEB#99#17280121000000#99#100.00#99#1050000.00
0110000000000#99#FUNDEB#99#FUNDEB#99#17280131000000#99#100.00#99#46000.00
0110000000000#99#FUNDEB#99#FUNDEB#99#17180121000000#99#100.00#99#4680000.00
0110000000000#99#FUNDEB#99#FUNDEB#99#17180611000000#99#100.00#99#28000.00
0110000000000#99#FUNDEB#99#FUNDEB#99#17280111000000#99#100.00#99#4960000.00
0110000000000#99#FUNDEB#99#FUNDEB#99#17180151000000#99#100.00#99#56000.00
