1#99#89#99#24694.98#99#2019-01-03
77#99#293#99#1740.14#99#2019-01-22
78#99#252#99#281.70#99#2019-01-21
79#99#298#99#10862.91#99#2019-01-11
80#99#299#99#4705.12#99#2019-01-11
81#99#300#99#1379.43#99#2019-01-11
82#99#301#99#1036.31#99#2019-01-11
83#99#302#99#30192.63#99#2019-01-11
84#99#303#99#3189.96#99#2019-01-11
85#99#304#99#209.38#99#2019-01-11
86#99#305#99#3373.81#99#2019-01-11
87#99#306#99#269.26#99#2019-01-11
88#99#307#99#130.53#99#2019-01-11
89#99#308#99#11441.69#99#2019-01-11
90#99#309#99#3282.64#99#2019-01-11
91#99#310#99#1152.43#99#2019-01-11
92#99#311#99#614.90#99#2019-01-11
93#99#312#99#732.21#99#2019-01-11
94#99#313#99#78.25#99#2019-01-11
95#99#314#99#1200.00#99#2019-01-15
96#99#315#99#11054.05#99#2019-02-15
97#99#317#99#11994.54#99#2019-02-15
98#99#318#99#12072.91#99#2019-02-15
99#99#150#99#5865.00#99#2019-01-15
100#99#320#99#30922.82#99#2019-01-15
101#99#129#99#3091.85#99#2019-01-15
102#99#151#99#7607.63#99#2019-01-10
103#99#196#99#1034.00#99#2019-01-15
104#99#336#99#550.00#99#2019-01-15
105#99#340#99#2229.06#99#2019-01-15
106#99#319#99#1600.00#99#2019-02-09
107#99#349#99#30994.40#99#2019-01-21
108#99#350#99#9803.59#99#2019-01-16
109#99#347#99#15000.00#99#2019-03-17
110#99#348#99#7499.99#99#2019-03-17
111#99#55#99#27.13#99#2019-01-25
112#99#55#99#47.30#99#2019-01-25
113#99#72#99#47.30#99#2019-01-25
114#99#67#99#47.30#99#2019-01-25
115#99#59#99#47.30#99#2019-01-25
116#99#65#99#47.30#99#2019-01-25
117#99#60#99#47.30#99#2019-01-25
118#99#65#99#284.88#99#2019-01-25
119#99#55#99#27.13#99#2019-01-25
120#99#67#99#445.28#99#2019-01-25
121#99#68#99#101.06#99#2019-01-25
122#99#55#99#27.13#99#2019-01-25
123#99#71#99#47.30#99#2019-01-25
124#99#55#99#47.30#99#2019-01-25
125#99#59#99#47.30#99#2019-01-25
126#99#66#99#249.87#99#2019-01-25
127#99#52#99#63.42#99#2019-01-25
128#99#51#99#47.30#99#2019-01-25
129#99#72#99#47.30#99#2019-01-25
130#99#359#99#2297.56#99#2019-01-18
131#99#70#99#47.30#99#2019-01-25
132#99#60#99#183.80#99#2019-01-25
133#99#60#99#47.30#99#2019-01-25
134#99#65#99#761.50#99#2019-01-25
135#99#55#99#27.13#99#2019-01-25
136#99#55#99#47.30#99#2019-01-25
137#99#68#99#47.30#99#2019-01-25
138#99#59#99#47.30#99#2019-01-25
139#99#52#99#363.67#99#2019-01-25
140#99#63#99#47.30#99#2019-01-25
141#99#68#99#68.80#99#2019-01-25
142#99#72#99#47.30#99#2019-01-25
143#99#59#99#47.30#99#2019-01-25
144#99#52#99#47.30#99#2019-01-25
145#99#55#99#95.68#99#2019-01-25
146#99#60#99#47.30#99#2019-01-25
147#99#60#99#47.30#99#2019-01-25
148#99#52#99#47.30#99#2019-01-25
149#99#55#99#27.13#99#2019-01-25
150#99#66#99#162.33#99#2019-01-25
151#99#58#99#276.13#99#2019-01-25
152#99#65#99#109.32#99#2019-01-25
153#99#55#99#47.30#99#2019-01-25
154#99#60#99#258.62#99#2019-01-25
155#99#8#99#68.79#99#2019-01-15
156#99#55#99#47.30#99#2019-01-25
157#99#55#99#27.13#99#2019-01-25
158#99#55#99#47.30#99#2019-01-25
159#99#55#99#47.30#99#2019-01-25
160#99#65#99#328.66#99#2019-01-25
161#99#67#99#328.66#99#2019-01-25
162#99#66#99#384.08#99#2019-01-25
163#99#67#99#337.41#99#2019-01-25
164#99#68#99#118.57#99#2019-01-25
165#99#56#99#669.69#99#2019-01-25
166#99#65#99#516.68#99#2019-01-25
167#99#60#99#52.67#99#2019-01-25
168#99#69#99#293.65#99#2019-01-25
169#99#355#99#31.35#99#2019-01-21
170#99#356#99#140.35#99#2019-01-21
171#99#59#99#47.30#99#2019-01-25
172#99#357#99#243.60#99#2019-01-21
173#99#68#99#404.47#99#2019-01-25
174#99#55#99#27.13#99#2019-01-25
175#99#358#99#17.75#99#2019-01-21
176#99#360#99#820.45#99#2019-01-21
177#99#59#99#136.07#99#2019-01-25
178#99#353#99#27.65#99#2019-01-21
179#99#72#99#47.30#99#2019-01-25
180#99#55#99#197.35#99#2019-01-25
181#99#53#99#363.67#99#2019-01-25
182#99#60#99#1087.93#99#2019-01-25
183#99#4#99#31.26#99#2019-02-05
184#99#6#99#587.64#99#2019-02-05
185#99#15#99#45.14#99#2019-02-05
186#99#12#99#235.10#99#2019-02-05
187#99#4#99#77.47#99#2019-02-18
188#99#362#99#7.63#99#2019-01-15
189#99#363#99#7827.80#99#2019-01-22
190#99#365#99#200.00#99#2019-01-15
191#99#366#99#430.50#99#2019-01-15
192#99#371#99#495.00#99#2019-01-16
193#99#372#99#12112.72#99#2019-01-23
194#99#373#99#7357.43#99#2019-01-23
195#99#374#99#1106.15#99#2019-01-23
196#99#375#99#600.00#99#2019-01-23
197#99#376#99#2004.16#99#2019-01-23
198#99#377#99#6445.13#99#2019-01-23
199#99#378#99#550.00#99#2019-01-23
200#99#379#99#1940.63#99#2019-01-23
201#99#368#99#13452.59#99#2019-01-30
202#99#370#99#3043.56#99#2019-01-30
203#99#381#99#800.00#99#2019-01-22
204#99#382#99#41572.49#99#2019-01-22
205#99#383#99#0.09#99#2019-01-22
206#99#133#99#9029.50#99#2019-01-22
207#99#351#99#206.60#99#2019-01-23
208#99#361#99#6.96#99#2019-01-23
209#99#65#99#0.50#99#2019-01-25
210#99#396#99#337.50#99#2019-01-24
211#99#397#99#465.00#99#2019-01-24
212#99#398#99#442.50#99#2019-01-24
213#99#392#99#302.40#99#2019-01-24
214#99#428#99#12170.90#99#2019-01-29
215#99#429#99#5896.10#99#2019-01-29
216#99#430#99#11949.61#99#2019-01-29
217#99#431#99#13166.00#99#2019-01-29
218#99#434#99#405.00#99#2019-01-24
219#99#436#99#25290.14#99#2019-01-25
220#99#4#99#106.74#99#2019-02-05
221#99#453#99#360.00#99#2019-01-25
222#99#422#99#85.96#99#2019-01-30
223#99#4#99#56.11#99#2019-02-05
224#99#211#99#6083.55#99#2019-01-25
225#99#4#99#17.36#99#2019-02-05
226#99#4#99#81.63#99#2019-02-05
227#99#17#99#104.78#99#2019-02-05
228#99#10#99#270.35#99#2019-02-18
229#99#4#99#32.20#99#2019-02-18
230#99#4#99#18.05#99#2019-02-05
231#99#4#99#250.47#99#2019-02-05
232#99#4#99#87.18#99#2019-02-18
233#99#4#99#126.95#99#2019-02-18
234#99#4#99#63.14#99#2019-02-18
235#99#4#99#78737.67#99#2019-02-18
236#99#4#99#58.73#99#2019-02-18
237#99#4#99#213.77#99#2019-02-18
238#99#4#99#83.45#99#2019-02-18
239#99#4#99#896.49#99#2019-02-18
240#99#4#99#382.77#99#2019-02-18
241#99#7#99#144.65#99#2019-02-18
242#99#11#99#106.78#99#2019-02-18
243#99#8#99#441.80#99#2019-02-05
244#99#8#99#186.96#99#2019-02-18
245#99#2#99#153.42#99#2019-02-18
246#99#4#99#17.36#99#2019-02-05
247#99#13#99#564.60#99#2019-02-18
248#99#4#99#17.36#99#2019-02-18
249#99#4#99#208.99#99#2019-02-18
250#99#10#99#64.99#99#2019-02-05
251#99#13#99#833.25#99#2019-02-18
252#99#12#99#484.21#99#2019-02-18
253#99#2#99#32.83#99#2019-02-18
254#99#6#99#1730.58#99#2019-02-18
255#99#10#99#63.79#99#2019-02-18
256#99#4#99#339.60#99#2019-02-18
257#99#10#99#19.31#99#2019-02-05
258#99#10#99#174.34#99#2019-02-18
259#99#12#99#139.37#99#2019-02-05
260#99#461#99#570.00#99#2019-01-25
261#99#462#99#225.00#99#2019-01-28
262#99#463#99#337.50#99#2019-01-28
263#99#464#99#337.50#99#2019-01-28
264#99#465#99#337.50#99#2019-01-28
265#99#466#99#337.50#99#2019-01-28
266#99#195#99#1000.75#99#2019-01-28
267#99#186#99#238.50#99#2019-01-28
268#99#193#99#22896.00#99#2019-02-18
269#99#192#99#22609.80#99#2019-02-18
270#99#472#99#337.50#99#2019-01-28
271#99#194#99#10017.00#99#2019-02-18
272#99#191#99#26044.20#99#2019-02-18
273#99#190#99#38303.10#99#2019-02-18
274#99#478#99#18.60#99#2019-01-28
275#99#68#99#46.30#99#2019-02-11
276#99#124#99#155.88#99#2019-01-29
277#99#294#99#1738.29#99#2019-01-29
278#99#498#99#10974.01#99#2019-02-01
279#99#499#99#10473.09#99#2019-02-01
280#99#500#99#2865.56#99#2019-02-01
281#99#501#99#6431.28#99#2019-02-01
282#99#502#99#246.47#99#2019-02-01
283#99#503#99#3766.45#99#2019-02-01
284#99#504#99#1958.44#99#2019-02-01
285#99#505#99#28180.89#99#2019-02-01
286#99#506#99#6693.91#99#2019-02-01
287#99#10#99#553.97#99#2019-02-18
288#99#7#99#741.10#99#2019-02-18
289#99#8#99#67.90#99#2019-02-18
290#99#9#99#87.37#99#2019-02-18
291#99#17#99#120.84#99#2019-02-18
292#99#2#99#66.94#99#2019-02-18
293#99#7#99#104.21#99#2019-02-18
294#99#2#99#31.56#99#2019-02-18
295#99#13#99#502.81#99#2019-02-18
296#99#4#99#18.62#99#2019-02-18
297#99#4#99#401.11#99#2019-02-18
298#99#4#99#21.47#99#2019-02-18
299#99#4#99#246.34#99#2019-02-18
300#99#203#99#60.39#99#2019-01-27
301#99#4#99#569.65#99#2019-02-18
302#99#4#99#385.28#99#2019-02-18
303#99#2#99#394.07#99#2019-02-18
304#99#4#99#17.36#99#2019-02-18
305#99#1#99#106.11#99#2019-02-18
306#99#4#99#63.14#99#2019-02-18
307#99#8#99#63.14#99#2019-02-18
308#99#203#99#1797.09#99#2019-02-15
309#99#508#99#120.00#99#2019-01-29
310#99#509#99#1000.00#99#2019-01-29
311#99#510#99#90.00#99#2019-01-29
312#99#511#99#90.00#99#2019-01-29
313#99#512#99#90.00#99#2019-01-29
314#99#513#99#337.50#99#2019-01-29
315#99#514#99#337.50#99#2019-01-29
316#99#203#99#93.96#99#2019-02-18
317#99#507#99#17000.00#99#2019-01-29
318#99#203#99#11.07#99#2019-02-18
319#99#225#99#13967.20#99#2019-01-31
320#99#226#99#10945.45#99#2019-01-31
321#99#233#99#3357.50#99#2019-01-31
322#99#232#99#6110.65#99#2019-01-31
323#99#229#99#10945.45#99#2019-01-02
324#99#74#99#242.10#99#2019-01-30
325#99#208#99#107.00#99#2019-01-30
326#99#617#99#358.43#99#2019-02-07
327#99#618#99#1050.21#99#2019-02-20
328#99#619#99#5318.03#99#2019-02-20
329#99#620#99#7925.71#99#2019-02-07
330#99#621#99#23222.34#99#2019-02-20
331#99#622#99#1868.18#99#2019-02-07
332#99#623#99#5473.76#99#2019-02-20
333#99#624#99#2914.65#99#2019-02-07
334#99#625#99#8539.92#99#2019-02-20
335#99#626#99#5387.91#99#2019-02-07
336#99#627#99#15786.59#99#2019-02-20
337#99#628#99#1051.67#99#2019-02-07
338#99#629#99#3081.39#99#2019-02-20
339#99#630#99#730.99#99#2019-02-07
340#99#631#99#2141.79#99#2019-02-20
341#99#632#99#6277.50#99#2019-02-07
342#99#633#99#18393.08#99#2019-02-20
343#99#634#99#8348.39#99#2019-02-07
344#99#635#99#24460.78#99#2019-02-20
345#99#636#99#831.05#99#2019-02-07
346#99#637#99#2434.98#99#2019-02-20
347#99#638#99#11922.66#99#2019-02-07
348#99#639#99#34657.51#99#2019-02-20
349#99#640#99#2000.26#99#2019-02-07
350#99#641#99#5860.78#99#2019-02-20
351#99#642#99#995.37#99#2019-02-07
352#99#643#99#2916.45#99#2019-02-20
353#99#644#99#18379.58#99#2019-02-07
354#99#645#99#53852.19#99#2019-02-20
355#99#646#99#8609.08#99#2019-02-07
356#99#647#99#25224.62#99#2019-02-20
357#99#648#99#3811.63#99#2019-02-07
358#99#649#99#11168.08#99#2019-02-20
359#99#650#99#201.85#99#2019-02-07
360#99#651#99#591.43#99#2019-02-20
361#99#652#99#1363.98#99#2019-02-07
362#99#653#99#3996.46#99#2019-02-20
363#99#654#99#1537.84#99#2019-02-07
364#99#655#99#4505.89#99#2019-02-20
365#99#656#99#969.96#99#2019-02-07
366#99#657#99#2841.98#99#2019-02-20
367#99#658#99#834.18#99#2019-02-07
368#99#659#99#2444.17#99#2019-02-20
369#99#660#99#23618.75#99#2019-02-07
370#99#661#99#68782.83#99#2019-02-20
371#99#662#99#785.81#99#2019-02-07
372#99#663#99#2302.43#99#2019-02-20
373#99#664#99#1598.66#99#2019-02-07
374#99#665#99#4684.09#99#2019-02-20
375#99#666#99#1496.98#99#2019-02-07
376#99#667#99#4386.17#99#2019-02-20
377#99#668#99#506.26#99#2019-02-07
378#99#669#99#1483.34#99#2019-02-20
379#99#670#99#993.77#99#2019-02-07
380#99#671#99#2911.76#99#2019-02-20
381#99#672#99#5449.19#99#2019-02-07
382#99#673#99#15966.14#99#2019-02-20
383#99#674#99#4480.49#99#2019-01-31
384#99#675#99#22687.86#99#2019-01-31
385#99#676#99#89939.35#99#2019-01-31
386#99#677#99#1068.52#99#2019-01-31
387#99#678#99#3653.97#99#2019-01-31
388#99#679#99#20677.91#99#2019-01-31
389#99#680#99#998.00#99#2019-01-31
390#99#681#99#5988.00#99#2019-01-31
391#99#682#99#10777.62#99#2019-01-31
392#99#683#99#9502.16#99#2019-01-31
393#99#684#99#36584.23#99#2019-01-31
394#99#685#99#2994.00#99#2019-01-31
395#99#686#99#65082.77#99#2019-01-31
396#99#687#99#1250.32#99#2019-01-31
397#99#688#99#998.00#99#2019-01-31
398#99#689#99#13072.52#99#2019-01-31
399#99#690#99#73.41#99#2019-01-31
400#99#691#99#8811.88#99#2019-01-31
401#99#692#99#75573.96#99#2019-01-31
402#99#693#99#928.09#99#2019-01-31
403#99#694#99#998.00#99#2019-01-31
404#99#695#99#82377.41#99#2019-01-31
405#99#696#99#1267.75#99#2019-01-31
406#99#697#99#13805.67#99#2019-01-31
407#99#698#99#10978.00#99#2019-01-31
408#99#699#99#9790.72#99#2019-01-31
409#99#700#99#6986.00#99#2019-01-31
410#99#701#99#116734.40#99#2019-01-31
411#99#702#99#552.79#99#2019-01-31
412#99#703#99#8982.00#99#2019-01-31
413#99#704#99#18222.23#99#2019-01-31
414#99#705#99#7702.17#99#2019-01-31
415#99#706#99#186152.31#99#2019-01-31
416#99#707#99#86225.30#99#2019-01-31
417#99#708#99#36982.98#99#2019-01-31
418#99#709#99#2163.77#99#2019-01-31
419#99#710#99#14355.66#99#2019-01-31
420#99#711#99#18763.99#99#2019-01-31
421#99#712#99#11733.50#99#2019-01-31
422#99#713#99#998.00#99#2019-01-31
423#99#714#99#7082.11#99#2019-01-31
424#99#715#99#1676.11#99#2019-01-31
425#99#716#99#998.00#99#2019-01-31
426#99#717#99#38625.39#99#2019-01-31
427#99#718#99#229875.45#99#2019-01-31
428#99#719#99#11764.88#99#2019-01-31
429#99#720#99#9481.00#99#2019-01-31
430#99#721#99#9238.92#99#2019-01-31
431#99#722#99#583.77#99#2019-01-31
432#99#723#99#14607.48#99#2019-01-31
433#99#724#99#2306.32#99#2019-01-31
434#99#725#99#18712.36#99#2019-01-31
435#99#726#99#5883.97#99#2019-01-31
436#99#727#99#444.31#99#2019-01-31
437#99#728#99#12422.22#99#2019-01-31
438#99#729#99#61939.14#99#2019-01-31
439#99#730#99#5755.36#99#2019-01-31
440#99#731#99#3992.00#99#2019-01-31
441#99#732#99#4990.00#99#2019-01-31
442#99#213#99#737.55#99#2019-01-31
443#99#214#99#76.72#99#2019-01-31
444#99#153#99#27175.73#99#2019-01-30
445#99#212#99#712.40#99#2019-01-31
446#99#136#99#57.50#99#2019-01-31
447#99#223#99#40.00#99#2019-01-31
448#99#67#99#47.30#99#2019-02-25
449#99#58#99#79.56#99#2019-02-25
450#99#251#99#95.00#99#2019-01-31
451#99#68#99#101.06#99#2019-02-25
452#99#244#99#20.00#99#2019-01-31
453#99#88#99#535.00#99#2019-01-31
454#99#734#99#6828.94#99#2019-01-31
455#99#735#99#1365.78#99#2019-02-20
456#99#122#99#131.00#99#2019-01-31
457#99#60#99#90.31#99#2019-02-25
458#99#69#99#179.85#99#2019-02-25
459#99#65#99#52.67#99#2019-02-25
460#99#53#99#223.61#99#2019-02-25
461#99#56#99#188.60#99#2019-02-25
462#99#59#99#47.30#99#2019-02-10
463#99#72#99#47.30#99#2019-02-10
464#99#55#99#27.13#99#2019-02-10
465#99#68#99#346.16#99#2019-02-10
466#99#59#99#214.80#99#2019-02-10
467#99#59#99#47.30#99#2019-02-10
468#99#10#99#368.88#99#2019-02-18
469#99#290#99#49.21#99#2019-02-01
470#99#295#99#117.80#99#2019-02-01
471#99#316#99#73.00#99#2019-02-02
472#99#202#99#855.00#99#2019-02-13
473#99#202#99#310.95#99#2019-02-21
474#99#329#99#101.00#99#2018-02-06
475#99#326#99#101.00#99#2019-02-06
476#99#339#99#400.00#99#2019-02-04
477#99#201#99#285.00#99#2019-02-13
478#99#201#99#103.65#99#2019-02-21
479#99#583#99#46.80#99#2019-01-31
480#99#616#99#561.60#99#2019-01-31
481#99#483#99#140.40#99#2019-01-31
482#99#485#99#46.80#99#2019-01-31
483#99#496#99#46.80#99#2019-01-31
484#99#486#99#46.80#99#2019-01-31
485#99#492#99#421.20#99#2019-01-31
486#99#198#99#49.00#99#2019-02-14
487#99#200#99#147.00#99#2019-02-14
488#99#740#99#1000.00#99#2019-01-31
489#99#215#99#358.00#99#2019-02-18
490#99#321#99#75.00#99#2019-02-06
491#99#427#99#2500.00#99#2019-02-09
492#99#197#99#621.90#99#2019-02-21
493#99#421#99#701.63#99#2019-02-23
494#99#425#99#450.00#99#2019-02-24
495#99#60#99#414.68#99#2019-02-25
496#99#65#99#47.30#99#2019-02-25
497#99#67#99#214.86#99#2019-02-25
498#99#66#99#47.30#99#2019-02-25
499#99#117#99#700.00#99#2019-02-01
500#99#61#99#1850.00#99#2019-02-01
501#99#120#99#770.00#99#2019-02-01
502#99#57#99#650.00#99#2019-02-01
503#99#327#99#357.00#99#2019-02-01
504#99#745#99#202.50#99#2019-02-01
505#99#746#99#225.00#99#2019-02-01
506#99#747#99#270.00#99#2019-02-01
507#99#748#99#315.00#99#2019-02-01
508#99#749#99#315.00#99#2019-02-01
509#99#750#99#315.00#99#2019-02-01
510#99#751#99#315.00#99#2019-02-01
511#99#752#99#90.00#99#2019-02-01
512#99#753#99#270.00#99#2019-02-01
513#99#754#99#202.50#99#2019-02-01
514#99#757#99#1711.79#99#2019-02-01
515#99#7#99#2108.40#99#2019-02-18
516#99#2#99#1066.64#99#2019-02-18
517#99#4#99#63.14#99#2019-02-18
518#99#2#99#1802.37#99#2019-02-18
519#99#761#99#537.90#99#2019-02-05
520#99#762#99#43.03#99#2019-02-07
521#99#763#99#126.08#99#2019-02-20
522#99#765#99#450.00#99#2019-02-01
523#99#766#99#315.00#99#2019-02-01
524#99#767#99#450.00#99#2019-02-01
525#99#768#99#382.50#99#2019-02-01
526#99#769#99#315.00#99#2019-02-01
527#99#770#99#450.00#99#2019-02-01
528#99#771#99#315.00#99#2019-02-01
529#99#772#99#337.50#99#2019-02-01
530#99#773#99#450.00#99#2019-02-01
531#99#774#99#315.00#99#2019-02-01
532#99#775#99#315.00#99#2019-02-01
533#99#776#99#420.00#99#2019-02-01
534#99#777#99#450.00#99#2019-02-01
535#99#778#99#450.00#99#2019-02-01
536#99#779#99#315.00#99#2019-02-01
537#99#205#99#420.00#99#2019-02-12
538#99#297#99#34.60#99#2019-02-06
539#99#206#99#1422.00#99#2019-02-13
540#99#206#99#1422.00#99#2019-02-15
541#99#206#99#1422.00#99#2019-02-15
542#99#206#99#711.00#99#2019-03-02
543#99#460#99#147.00#99#2019-02-15
544#99#789#99#74.40#99#2019-02-05
545#99#790#99#120.00#99#2019-02-05
546#99#791#99#600.00#99#2019-02-05
547#99#515#99#7743.87#99#2019-02-05
548#99#794#99#67298.61#99#2019-02-15
549#99#793#99#107625.77#99#2019-02-28
550#99#65#99#47.30#99#2019-02-25
551#99#72#99#47.30#99#2019-02-25
552#99#59#99#47.30#99#2019-02-25
553#99#68#99#109.82#99#2019-02-25
554#99#55#99#47.30#99#2019-02-25
555#99#55#99#27.13#99#2019-02-25
556#99#66#99#47.30#99#2019-02-25
557#99#52#99#47.30#99#2019-02-25
558#99#60#99#47.30#99#2019-02-25
559#99#60#99#47.30#99#2019-02-25
560#99#55#99#162.33#99#2019-02-25
561#99#55#99#30.13#99#2019-02-25
562#99#52#99#47.30#99#2019-02-25
563#99#59#99#47.30#99#2019-02-25
564#99#72#99#47.30#99#2019-02-25
565#99#68#99#84.93#99#2019-02-25
566#99#63#99#47.30#99#2019-02-25
567#99#52#99#153.58#99#2019-02-25
568#99#55#99#47.30#99#2019-02-25
569#99#55#99#27.13#99#2019-02-25
570#99#55#99#47.30#99#2019-02-25
571#99#55#99#47.30#99#2019-02-25
572#99#55#99#47.30#99#2019-02-25
573#99#65#99#47.30#99#2019-02-25
574#99#60#99#363.67#99#2019-02-25
575#99#55#99#27.13#99#2019-02-25
576#99#55#99#47.30#99#2019-02-25
577#99#798#99#3.00#99#2019-02-05
578#99#799#99#60.96#99#2019-02-05
579#99#800#99#497.74#99#2019-02-05
580#99#801#99#9.08#99#2019-02-05
581#99#802#99#33.44#99#2019-02-05
582#99#803#99#30.41#99#2019-02-05
583#99#804#99#3.05#99#2019-02-05
584#99#806#99#3.00#99#2019-02-05
585#99#807#99#3.00#99#2019-02-05
586#99#808#99#12.16#99#2019-02-05
587#99#809#99#20.36#99#2019-02-05
588#99#811#99#20.33#99#2019-02-05
589#99#812#99#30.48#99#2019-02-05
590#99#813#99#30.48#99#2019-02-05
591#99#814#99#77.50#99#2019-02-05
592#99#815#99#6.05#99#2019-02-05
593#99#816#99#163.83#99#2019-02-05
594#99#817#99#6.09#99#2019-02-05
595#99#818#99#15.24#99#2019-02-05
596#99#819#99#434.76#99#2019-02-05
597#99#820#99#135.50#99#2019-02-05
598#99#821#99#5291.70#99#2019-02-05
599#99#482#99#179.00#99#2019-02-20
600#99#823#99#450.00#99#2019-02-06
601#99#824#99#450.00#99#2019-02-06
602#99#825#99#315.00#99#2019-02-06
603#99#826#99#427.50#99#2019-02-06
604#99#827#99#450.00#99#2019-02-06
605#99#829#99#0.16#99#2019-02-07
606#99#830#99#0.26#99#2019-02-20
607#99#4#99#48.70#99#2019-02-18
608#99#4#99#158.27#99#2019-02-18
609#99#4#99#17.84#99#2019-02-18
610#99#4#99#312.49#99#2019-02-18
611#99#4#99#67.27#99#2019-02-18
612#99#8#99#51.16#99#2019-02-18
613#99#831#99#450.00#99#2019-02-06
614#99#832#99#420.00#99#2019-02-06
615#99#13#99#1328.13#99#2019-02-18
616#99#4#99#27.75#99#2019-02-18
617#99#4#99#49.34#99#2019-02-18
618#99#4#99#64.88#99#2019-02-18
619#99#4#99#89.48#99#2019-02-18
620#99#8#99#229.49#99#2019-02-18
621#99#4#99#58.16#99#2019-02-18
622#99#5#99#2979.72#99#2019-02-18
623#99#11#99#231.44#99#2019-02-18
624#99#5#99#871.94#99#2019-02-18
625#99#17#99#295.22#99#2019-02-18
626#99#2#99#18.83#99#2019-02-18
627#99#8#99#66.19#99#2019-02-18
628#99#10#99#65.04#99#2019-02-18
629#99#3#99#967.47#99#2019-02-18
630#99#4#99#147.14#99#2019-02-18
631#99#7#99#917.34#99#2019-02-18
632#99#11#99#130.74#99#2019-02-18
633#99#4#99#102.42#99#2019-02-18
634#99#13#99#350.32#99#2019-02-08
635#99#859#99#1850.39#99#2019-02-08
636#99#860#99#1427.18#99#2019-02-08
637#99#150#99#5175.00#99#2019-02-08
638#99#862#99#2586.12#99#2019-02-12
639#99#336#99#550.00#99#2019-02-08
640#99#864#99#30994.40#99#2019-02-08
641#99#866#99#2920.00#99#2019-02-08
642#99#839#99#225.00#99#2019-03-31
643#99#196#99#1076.00#99#2019-02-08
644#99#151#99#7633.64#99#2019-02-10
645#99#869#99#16674.34#99#2019-02-08
646#99#866#99#1460.00#99#2019-03-05
647#99#866#99#1460.00#99#2019-04-05
648#99#866#99#1460.00#99#2019-05-05
649#99#866#99#1460.00#99#2019-06-05
650#99#866#99#1460.00#99#2019-07-05
651#99#866#99#1460.00#99#2019-08-05
652#99#866#99#1460.00#99#2019-09-05
653#99#866#99#1460.00#99#2019-10-05
654#99#866#99#1460.00#99#2019-11-05
655#99#866#99#1460.00#99#2019-12-05
