18#99#3381#99#1387#99#Imposto sobre Serviços de Qualquer Natureza - Principal#99#34.92#99#0110000000000
33#99#4070#99#1344#99#Imposto sobre Serviços de Qualquer Natureza - Principal#99#2.29#99#0110000000000
47#99#5235#99#50#99#Imposto sobre Serviços de Qualquer Natureza - Principal#99#893.02#99#0110000000000
50#99#5236#99#1314#99#Imposto sobre Serviços de Qualquer Natureza - Principal#99#792.96#99#0110000000000
46#99#5237#99#149#99#Imposto sobre Serviços de Qualquer Natureza - Principal#99#728.28#99#0110000000000
59#99#5443#99#50#99#Imposto sobre Serviços de Qualquer Natureza - Principal#99#893.03#99#0110000000000
